aal ale
faehre ferry
faehren ferries
faehrleute watermen
faehrmann waterman
faehrte track
faelle cases
faelschung falsification
faelschungen falsifications
faerbung coloring
faerbungen colorings
faesschen keg
faesser barrels
faeuste fists
faeustling mitten
faeustlinge mittens
fahne ensign
fahnen ensigns
fahnenstange flagstaff
fahnenstangen flagstaffs
fahrad bicycle
fahrgast passenger
fahrgeld carfare
fahrgestell undercarriage
fahrkarte ticket
fahrlaessigkeit negligence
fahrplan time-table
fahrrad bicycle
fahrraeder bicycles
fahrschein ticket
fahrscheine tickets
fahrspur lane
fahrwerk undercarriage
fahrwerke undercarriages
fahrzeug vehicle
fahrzeug- automotive
fahrzeuge vehicles
fairness fairness
faktor factor
faktoren factors
falke falcon
falken falcons
fall- downstream
falle pitfall
fallen pitfalls
fallobst windfall
fallschirm parachute
fallschirme parachutes
fallschirmspringer parachutist
falltuer trapdoor
falltueren trapdoors
falschheit falsehood
falte fold
falter folder
familie family
familien families
fan bigot
fans bigots
farad farads
farbe color
farben colors
farm farm
farmen ranches
farmer rancher
farn fern
fasan pheasant
fasane pheasants
faser fiber
fasern fibers
fass barrel
faulenzer bum
faulheit sloth
faust fist
faustschlaege fisticuffs
favorit favorite
februar february
feder feather
federhalter penholder
federn feathers
fehlanpassung maladjustment
fehlanpassungen maladjustments
fehlbetraege deficits
fehlbetrag deficit
fehler blemish
fehlerstelle flaw
fehlfunktion malfunction
fehlschuss miss
feier celebration
feierlichkeit ceremony
feierlichkeiten ceremonies
feiertag holiday
feiertage feasts
feigling coward
feind enemy
feinde enemies
feindschaft enmities
feindseligkeit animosity
feinheit nicety
feinheiten niceties
feld array
felder arrays
feldzug campaign
felge rim
felgen rims
fell pelt
felle pelts
fels rock
felsen rock
fenchel fennel
fenster window
fensterfluegel casement
fenstersims ledge
ferien vacation
fern- remote
fernglas binocular
fernlehrgaenge telecourses
fernlehrgang telecourse
fernrohr telescope
fernrohre telescopes
fernschreiber teleprinter
fernsehen tv
fernseher televisor
fernsehsendung telecast
fesselung ravishment
fest festival
festigkeit firmness
festland continent
festlichkeit festivity
festlichkeiten festivities
festplatz fairground
fett grease
fettleibigkeit obesities
fettschrift boldface
fetzen frazzle
feuchtigkeit humidity
feuchtigkeiten moistures
feuer fire
feuerstein flint
feuersteine flints
fichte fir
fieber fever
figuren figures
film film
filter filters
finanz finance
finanz- finicial
finger finger
fingerarbeit fingertips
fingerhuete thimbles
fingerhut foxglove
fink finch
finsternis darkness
firmen- corporate
fisch fish
fischbein whalebone
fische fishes
fischer fisherman
fischerei fishery
fischmilch milt
flachheit flatness
flachs flax
flaeschchen phial
flagge flag
flamme blaze
flammen flames
flansch flange
flanschkupplung half-coupling
flasche bottle
flaschen bottles
flaum fluff
flechte lichen
flechten lichens
fleck speck
flecken specks
fledermaeuse bats
flegel churl
fleisch meat
fleischbruehe broth
fleischwolf mincer
fleiss diligence
flexibilitaet flexibility
flieder lilac
fliege fly
fliehgewicht flyweight
fliehkraft- centrifugal
flirt flirtation
flirts flirtations
flittchen hussies
flitterwochen honeymoon
flocke flake
flocken flakes
floehe fleas
floesse rafts
floete flute
floeten flutes
floh flea
floss float
flosse fin
flossen fins
flotten navies
fluch curse
flucht escape
flueche curses
fluechtling refugee
fluechtlinge refugees
fluege flights
fluegel wings
fluesse rivers
fluessigkeit liquor
fluessigkeiten liquids
flug flight
flughafen airport
flugzeug aeroplane
flugzeuge aeroplanes
flugzeughalle hangar
flugzeughallen hangars
flunder flounder
fluss flow
flusspferd hippopotamus
flut flow
flut- tidal
flutlicht floodlight
foerderer conveyor
foerderung delivery
foerderungen furtherances
foermlichkeit formality
foermlichkeiten formalities
foerster woodman
fohlen foal
folge suite
folgen sequels
folgerung implication
folgerungen inferences
forderung demand
forelle trout
formatierung formatting
formel formula
formeln formulas
formfeeds formfeeds
formlosigkeit informality
forscher researcher
forschung research
fortbewegung locomotion
fortschritt advance
fortschritte proceedings
fortsetzung continuation
fortsetzungen continuations
fotografie photograph
fracht cargo
frachtvertraege charters
fraeulein miss
frage query
fragebogen questionaire
fragen queries
fragesteller questioner
frankreich france
franzose frenchman
fratze grimace
fratzen grimaces
frau wife
frauen wives
frechheit effrontery
frechheiten effronteries
freigebigkeit munificence
freigebigkeiten munificences
freigiebigkeit bounty
freihand- freehand
freiheit freedom
freiheiten freedoms
freispruch acquittal
freitag friday
freitage fridays
freiwillige volunteers
freiwilliger volunteer
freizuegigkeit liberality
fremde strangers
fremder stranger
frequenz frequency
frequenzen frequencies
freude enjoyment
freuden enjoyments
freudenfest whoopee
freudenfeste whoopees
freudenfeuer bonfire
freund boyfriend
freunde friends
freundin girlfriend
freundlichkeit cheerfulness
freundschaft amity
freundschaften amities
friede peace
friedhoefe cemeteries
friedhof cementery
frische freshness
friseur barber
friseure coiffeurs
frist reprieve
fristen respites
froehlichkeit gaiety
froehlichkeiten mirths
froesche frogs
frosch frog
frost frost
frostbeule chilblain
frostbeulen chilblains
frtageboegen questionaires
frucht fruit
fruchtbarkeit fertility
fruechte fruits
fruehling spring
fruehstueck breakfast
frustration frustration
fuchs fox
fuchs- vulpine
fuchsie fuchsia
fuchsien fuchsias
fuechse foxes
fuehler tentacle
fuehrer captains
fuehrerschein driving-license
fuehrungen guidances
fuelle fullness
fuellen fillies
fueller fillers
fuellungen stuffings
fuerbitte intercession
fuerbitten intercessions
fuerwort pronoun
fuesse feet
fuhrleute carters
fuhrmann carter
fundament footing
fundamente basements
fungfrau virgin
funktion function
funktionen functions
funktionsweise functionality
furche furrow
furchen furrows
furcht dread
furnier veneer
furniere veneers
fuss foot
fussball football
fussballspieler kicker
fussboden floor
fussboeden floors
fussgaenger pedestrian
fussnote footnote
fussweg footpath
fusszeile footer
fusszeilen footers
futter fodder
gabe gift
gabel fork
gabelfruehstueck lunch
gabeln forks
gaben donations
gaense geese
gaensebluemchen daisies
gaenserich gander
gaertner gardener
gaerung fermentation
gaeste guests
gaestezimmer guestroom
gala- fulldress
galerie gallery
galgen gallows
galle bile
gallone gallon
gameport gameport
gang gait
gangster bandit
gans goose
ganzzahlen integers
garage garage
garagen garages
garantie warranty
garantieen guaranties
garantien guarantees
garderobe warderobe
garderoben warderobes
garten garden
gartenarbeit gardening
gartenbau horticulture
gartenweg garden-path
gassenjunge ragamuffin
gassenjungen ragamuffins
gast guest
gastfreundschaft hospitality
gasthaeuser taverns
gasthaus tavern
gasthoefe inns
gasthof inn
gatte husband
gatten spouses
gattin wife
gaumen palate
gauner knaves
gaunerei knavery
gaunereien knaveries
gaze gauze
geaechtete outlaws
geaechteter outlaw
gebaeck pastry
gebaermutter uterus
gebaeude building
gebet prayer
gebinde wreath
geblaese blower
gebot commandment
gebote commandments
gebraeu concoction
gebuehr tax
gebuesch shrubbery
gebuesche shrubberies
geburt birth
geburten nativities
geburts- natal
geburtshilfe midwifery
geburtshilfen midwiferies
geburtstag birthday
geburtstage birthdays
geburtswehen throes
gedaechtnis memory
gedaechtnisse memories
gedanke thought
gedankenstrich dash
gedicht ode
gedichte odes
gedraenge throng
geduld patience
gefaehrte companion
gefaelligkeit complaisance
gefaelligkeiten complaisances
gefaengnis jail
gefaengnisse jails
gefaess vessel
gefaesse vessels
gefahr danger
gefahren perils
gefangener prisoner
gefangenschaft captivity
gefangenschaften captivities
gefieder plumage
gefluegel fowl
gefluester whisper
gefraessigkeiten voracities
gefuehl emotion
gefuehle emotions
gegend region
gegenden districts
gegenleistung consideration
gegenseite opposition
gegenseitigkeit reciprocity
gegenstand object
gegenstueck analogue
gegenstuecke counterparts
gegenteil opposite
gegenwart presence
gegner adversaries
gehaelter stipends
gehalt salary
geheimmittel nostrum
geheimnis mystery
geheimnisse mysteries
gehilfe helpmate
gehilfen helpmates
gehirn brains
gehoeft farmstead
gehoefte farmsteads
gehoelz grove
gehoelze groves
gehorsam obedience
gehweg pavement
gehwege pavements
geier vulture
geige fiddle
geigen fiddles
geiger fiddler
geisel hostage
geiseln hostages
geist ghost
geister spirits
geistesblitz brainwave
geistlicher clergyman
geiz avarice
geizhaelse niggards
geizhals miser
geizkragen misers
geklaeff yelp
gelaechter guffaw
gelaender balustrade
gelaeut peal
gelage carousal
gelbsucht jaundice
geld money
geld- monetary
geldgeber investor
geldschrank safe
geldstueck coin
gelee jelly
gelees jellies
gelegenheit chance
gelegenheiten chances
gelehrigkeit docility
gelehrte savants
gelehrter savant
geleit convoy
geleitzuege convoys
geliebte lady-love
gemaelde paintings
gemeinden communities
gemeinheit baseness
gemeinheiten basenesses
gemeinschaft community
gemeinschaften corporations
gemisch medley
gemische miscellanies
gemuese vegetable
genauigkeit accuracy
genehmigung approval
generationen generations
generator generator
genesung convalescence
genialitaet ingenuity
genie genius
genies wizzes
genugtuung satisfaction
genuss gender
geometrie geometry
gepaeck baggage
gepaecktraeger porter
gepaeckwagen baggagecar
geraet device
geraete devices
geraeusch noise
geraeusche noises
gerber tanner
gerberei tannery
gerbereien tanneries
gerechtigkeit justice
gerippe scrag
geroell bolder
gerste barley
geruch odor
geruchs- olfactory
gerueche odors
geruecht rumor
geruechte rumors
geruest scaffold
gerueste scaffolds
gesaenge chants
gesaess buttocks
gesamt- over-all
gesamtheit entirety
gesamtheiten totalities
gesang chant
geschaeft business
geschaefte bargains
geschaeftsinhaber shopkeeper
geschaeftsleute tradesmen
geschaeftsmann businessman
geschenk present
geschenkkoerbe hampers
geschenkkorb hamper
geschichte history
geschichten tales
geschick skill
geschlecht sex
geschlechter sexes
geschlechts- venereal
geschlossenheit closeness
geschmack flavor
geschoss missile
geschosse missiles
geschrei clamor
geschwaetz flubdub
geschwindigkeit celerity
geschwindigkeiten celerities
geschworene jurors
geschworener juror
geschwuer ulcer
geschwuere ulcers
gesellschaft society
gesellschaften companionships
gesetz law
gesetze laws
gesicht face
gesichtswinkel viewpoint
gesindel vermins
gespenst spectre
gespraech conversation
gestaendnis confession
gestaenge linkage
gestalt figure
gestalten shapes
gestaltung formation
gestank stench
geste gesture
gestell rack
gestelle racks
gesten gestures
gestruepp brushwood
gesundheit health
gesundheits- sanitary
gesundheitspflege sanitation
getoese bluster
getraenk beverage
getraenke beverages
getreide cereal
getriebe gear
gewaechshaus greenhouse
gewaehrleistung warrantee
gewaender garbs
gewaesser waters
gewahrsam ward
gewalt force
gewalten mights
gewalttaetigkeiten outrages
gewalttaetikeit outrage
gewand garb
gewandtheit dexterity
gewebe texture
gewehr gun
gewehre guns
gewerkschaftler unionist
gewicht heft
gewichte hefts
gewinde thread
gewinn asset
gewinne winnings
gewinner winner
gewissen conscience
gewissenhaftigkeit consciousness
gewissensbisse remorse
gewitter tempest
gewoehnung customization
gewoelbe vault
gewohnheit custom
gewohnheiten customs
gewuerz spice
gezeiten tide
gier greed
giesserei foundry
giesskanne watering-can
gift poison
gifte poisons
giftstoff toxin
giftstoffe toxins
gipfel acme
girlande festoon
girlanden festoons
gitarre guitar
gitarren guitars
gitter grid
glaette sleekness
glaeubige believers
glaeubiger believer
glanz brilliance
glas glass
glaser glazier
glasuren glazes
glaube estimation
gleichfoermigkeit uniformity
gleichfoermigkeiten uniformities
gleichgewicht balance
gleichgueltigkeit indifference
gleichheit equality
gleichheitszeichen equals
gleichnis parable
gleichnisse parables
gletscher glacer
glied limb
glieder limbs
glocke bell
glockentuerme belfries
glockenturm belfry
glossen glosses
glueck luck
gluecklicherweise fortunately
gluecksfaelle lucks
glueckwunsch congratulation
gluehbirne bulb
glut fervency
gnom gnome
gnome gnomes
gobelin tapestry
goettin goddes
gold gold
goldklumpen nugget
golf gulf
golfe gulfs
gosse gutter
gossen gutters
gott god
gottheit deity
gottheiten deities
grab grave
graben ditch
grabstein tombstone
grabsteine tombstones
grad deg
gradation gradation
graeben ditches
graeber sepulchers
graeser grasses
grafik graphic
grafiken graphics
grafschaft county
gram grief
gramm gramme
grammatik grammar
gras grass
grasnarben sods
grat ridge
grate spines
graubaer grizzly
graubaeren grizzlies
grausamkeit cruelty
grausamkeiten cruelties
greisenalter senility
grenze boundary
grenzen boundaries
grenzstein landmark
grenzsteine landmarks
griff grasp
griffel pen
grill barbecue
grimm fierceness
grinsen grin
grippe influenza
groesse bulk
groessen magnitudes
grog toddy
grogs toddies
groll dudgeon
grossbuchstaben capitals
grosseltern grandparents
grosshaendler wholesaler
grosshandel wholesale
grossmut generosity
grossmutter grandmother
grossschrift capitalization
grossvater grandfather
grotte grotto
grotten grottoes
grube pit
gruben pits
gruen green
gruende reasons
gruender founder
gruendung foundation
gruendungen foundations
gruenschnabel sapling
gruenschnaebel saplings
gruenspan verdigris
gruesse greetings
grund ground
grundbesitz realty
grundbesitzungen realties
grundlagen fundamentals
grundlinie baseline
grundplatte bedplate
grundsaetze maxims
grundsatz maxim
gruppe group
gruppen groups
gruss salutation
gueltigkeit validity
gueltigkeiten validities
gueltigkeitspruefung validation
guenstling minion
guenstlinge minions
guertel belt
guete gentleness
gueter goods
gueterzug freighttrain
gulasch goulash
gummi gum
gummis rubbers
gunst favor
gurke cucumber
gurken gherkins
gurt girth
gurtbaender webbings
gurtband webbing
gurte girths
gussteil casting
gut manor
gutachter censor
hOME home
hOT hot
hZ hz
haar hair
haarbuerste hairbrush
haare hairs
haarnadel hairpin
haarnadeln hairpins
haarschnitt haircut
habgier cupidities
habicht hawk
habichte hawks
hacke hoe
hacken hoes
hackmesser chopper
haefen harbors
haeftling prisoner
haeftlinge prisoners
haehne cocks
haelfte half
haelften halves
haelse necks
haemmer hammers
haende hands
haendeschuetteln handshake
haendler dealer
haenge hillsides
haengematte hammock
haengematten hammocks
haerte hardness
haerten hardnesses
haeuschen lodge
haeuser houses
haeute skins
hafen harbor
haferflocken oatmeal
haft arrest
hagebutte haw
hagebutten haws
hagel hail
hagelschauer hailstorm
hahn cock
hai shark
haie sharks
haken crotchet
halb- demi
halbinsel peninsula
halbinseln peninsulas
halbkugel hemispheres
halbstarke mods
halle hall
hallo hello
hals neck
halsband collar
halsbunde neckbands
halschheit falseness
halskette necklace
halsketten necklaces
halstuch neckerchief
halstuecher neckerchiefs
halt halt
halte- retaining
haltegurt tether
halter holder
haltung attitude
haltungen attitudes
hammel mutton
hammer gavel
hand hand
handarbeit handiwork
handarbeiten handiworks
handbuch handbook
handel commerce
handels- marketing
handelsmarken trademarks
handgelenk wrist
handgelenke wrists
handgepaeck handluggage
handkoffer suitcase
handschrift handwriting
handschriften handwritings
handschuh glove
handschuhe gloves
handtasche gripsack
handtaschen gripsacks
handtuch towel
handtuecher towels
handvoll handful
handwerk handicraft
handwerker manufacturer
handzettel handbill
hanf hemp
hang hillside
hanswuerste tomfools
hanswurst tomfool
hardcopy hardcopy
harddisks harddisks
hardware hardware
harfe harp
harfen harps
harmonie harmony
harpune harpoon
harpunen harpoons
harresbreite hairbreadth
hartgeld specie
hartnaeckigkeiten obstinacies
harz resin
hase bunny
haselnuesse filberts
haselnuss filbert
hasen hares
hasenscharte harelip
hass hate
haube bonnet
hauben bonnets
hauch breeze
hauer tusk
haufen heap
haupt- cardinal
haupt.. master
hauptgeraet mainframe
hauptleitung trunking
hauptplatine motherboard
hauptquartier headquarters
hauptstadt metropolis
hauptwoerter nouns
hauptwort noun
haus house
hausarbeit homework
hausfrau housewife
hausfrauen housewives
hausgrundstueck premises
haushaelterin housekeeper
haushalt household
haushalte households
haushaltung housekeeping
hausierer huckster
hausmeister caretaker
haustuer frontdoor
haut skin
header headers
hebamme midwife
hebammen midwifes
hebel lever
hebelkraft leverage
hecke hedge
hecken hedges
heer army
heftigkeiten vehemences
heftklammer staple
heftklammern staples
heftpflaster plaster
heide heather
heideland wold
heil salvation
heilbutt halibut
heiligenschein nimbus
heiligkeit sanctity
heiligkeiten sanctities
heiligtuemer sanctuaries
heiligtum sanctuary
heilmittel remedies
heimlichkeit secrecy
heimlichkeiten secrecies
heimweh nostalgia
heirat marriage
heiraten marriages
heiterkeit serenity
heiterkeiten serenities
heizer stoker
heizkoerper radiator
heizung firing
heizungen firings
heldin heroine
heldinnen heroines
helfer backer
helligkeit brightness
hellseher clairvoyant
helm helmet
helme helmets
hemd chemise
hemden shirts
hemisphere hemisphere
hemmschuh skid
hemmschuhe skids
hemmungen inhibitions
hengst stallion
hengste stallions
henker hangman
henne hen
herabsetzung decremented
herabsetzungen reductions
herausforderung challenge
herausforderungen defiances
herausgeber publishers
herberge harborage
herbergen harborages
herbst autumn
hercules hercules
herd hearth
herde flock
herden flocks
hering herring
herkunft parentage
herr mr
herren gents
herrin mistress
herrinnen mistresses
herrschaft dominion
herrschaften masteries
herrscher sovereign
herstellend manufacturing
herz heart
herzen hearts
herzklopfen palpitation
hetze chevy
heu hay
heuchelei hypocrisy
heucheleien hypocrisies
heuchler hypocrite
heuhaufen haycock
heuschrecke grasshopper
heuschrecken locusts
hexe hag
hexen hags
hexerei witchcraft
hexereien witchcrafts
hilfe help
hilfefile helpfile
hilflosigkeit helplessness
hilfs- auxiliary
hilfsmittel resource
hilfsquellen resources
himbeere raspberry
himbeeren raspberries
himmel heaven
himmelskoerper luminaries
hindernis hindrance
hindernisse barriers
hingebung devotion
hintergruende backgrounds
hintergrund background
hintertuer back-door
hinterwaeldler backwoodsman
hinweis clue
hinweise hints
hirn brain
hirnhautentzuendung meningitis
hirsch hart
hirsche harts
hirse millet
hirt herder
hitze ardency
hitzkoepfe spitfires
hitzkopf hothead
hobbies hobbies
hobby fad
hochland upland
hochruf cheer
hochrufe cheers
hochzeit wedding
hochzeiten weddings
hochzeits- nuptial
hocker stool
hoden testicle
hoechstleistung tilt
hoecker humps
hoeflichkeit civility
hoeflichkeiten civilities
hoehe altitude
hoehen heights
hoehepunkt climax
hoehepunkte climaxes
hoehle cave
hoehlen burrows
hoelle hell
hoelzer lumbers
hoerensagen hearsay
hoerer hearer
hoerner cornets
hof court
hoffnung hope
hohlraum cavity
holz lumber
holzkohle charcoal
holzkohlen charcoals
holzschnitt woodcut
holzschnitte woodcuts
holzschraube woodscrew
honig honey
horizont horizon
horizonte horizons
horn cornet
hornisse hornet
hornissen hornets
hose pants
hosen trousers
hotel hotel
hotelpage bellhop
hotels hotels
hotkey hotkey
hubschrauber gyroplane
huefte haunch
hueften haunches
huegel hill
huegelchen hillock
huehner hens
huelle envelope
huellen wrappers
huelse husk
huelsen husks
huendin bitch
huendinnen bitches
huerde hurdle
huerden hurdles
huete hats
huette cottage
huetten hovels
hufeisen horseshoe
huhn hen
huldigung homage
huldigungen homages
hummel bumblebee
hummer lobster
humor humor
hund dog
hunde dogs
hunde- canine
hunderte hundreds
hundertster hundredth
hunger hunger
hungern starvation
hungersnot famine
hure harlot
huren harlots
husten cough
hut hat
hyaene hyaena
hyaenen hyaenas
hyazinthe hyacinth
hyazinthen hyacinths
hymne hymn
hymnen hymns
hypothekenschuldner mortgager
hypothese hypothesis
i-Profil i-section
iBM ibm
iEEE ieee
iNHALT contents
iches inches
idealismus idealism
idee conception
ideen conceptions
identifizierung identification
identifizierungsmerkmale identifiers
identifizierungszeichen identifier
identitaet identity
idiot blockhead
idioten blockheads
idole idols
igel hedgehog
ihr your
ihre yours
illusion illusion
illusionen illusions
illustrationen illustrations
iltis polecat
iltisse polecats
imbiss snack
impfstoff vaccine
impfstoffe vaccines
impfung vaccination
impfungen vaccinations
import importation
inbesitznahme occupation
inbetriebnahme implementing
indikator indicator
indikatoren indicators
indiskretion indiscretion
indiskretionen indiscretions
individualitaet individuality
industrie industry
information information
informationen informations
ingenieur engineer
ingenieure engineers
ingwer ginger
inhaber holder
inhalt content
inhalte tenors
initiale initials
initialisiere initialize
initialisierung initialization
initiative initiative
initiierung initiation
injektion injection
injektionen injections
innenteil core
innung guild
innungen guilds
insasse inmate
insassen inmates
insekt insect
insel insular
inseln insulars
installation installing
installationen installations
installierbar installable
installierung installation
integritaet integrity
intellektueller egghead
intelligenz intelligence
intensitaet intensity
interesse interest
interface inferface
international international
interpreter interpreter
interpunktation punctuation
intervall interval
intervalle intervals
interview interview
intriege intrigue
intriegen intrigues
intrigant intriguer
intriganten intriguers
inventar inventory
invertierung inverting
investition investment
ionisierung ionization
ionosphaere ionosphere
ire irishman
irin irishwoman
irland ireland
irre morons
irrenhaeuser madhouses
irrenhaus madhouse
irrer moron
irrglaube misbelief
irrtum error
island iceland
italic italics
italien italy
ja yes
jacken coats
jaeger hunter
jahr year
jahre years
jahrestag anniversary
jahrestage anniversaries
jahreszeit season
jahreszeiten seasons
jahrhundert century
jahrhunderte centuries
jahrmarkt fair
januar jan
japaner nisei
jazz jazz
jeder everybody
jedoch however
jenseits kingdom-come
jod iodine
jolle yawl
jollen yawls
journal journal
journalismus journalism
joystick joystick
joysticks joysticks
jubilaeum jubilee
jude jew
juedin jewess
jugend boyhood
juli jul
junfer spinster
junfern spinsters
junfraeulichkeit maidenhead
junge boy
jungesellen bachelors
jungfraeulichkeit virginity
jungfrauen virgins
junggeselle bachelor
juni june
jurist judge
juwel jewel
juwelen jewels
kabel cable
kabeljau cod
kabine cabin
kabinen cabins
kabinett cabinet
kabinette cabinets
kadaver carcases
kadett cadet
kadetten cadets
kaefer beetle
kaefig cage
kaefige cages
kaelber calves
kaelte coldness
kaemme combs
kaempfe combats
kaempfer combatant
kaenguruh kangoroo
kaenguruhs kangoroos
kaese cheese
kaesekuchen cheesecakes
kaesten bins
kaetzchen catkin
kaeufer buyer
kaeuzchen screechowi
kaeuze codgers
kaffee coffee
kai wharf
kais wharfs
kakadu cockatoo
kakadus cockatoes
kakao cacao
kalb calf
kalbfleisch veal
kalender calendar
kamel camel
kamele camels
kamerad buddy
kameraden buddies
kameradschaft fellowship
kameras cameras
kamille camomile
kamin chimney
kamine chimneys
kaminplatte mantelpiece
kamm comb
kammer chamber
kampf campaigns
kanada canada
kanaele canals
kanal canal
kanalisation sewerage
kanalisationen sewerages
kandidaten candidates
kandis candy
kaninchen rabbit
kanne tankard
kannen tankards
kannibale cannibal
kannibalen cannibals
kanone cannon
kanonen cannons
kantine canteen
kantinen canteens
kapazitaet capacity
kapelle chapel
kapellen chapels
kapellmeister bandmaster
kapern capers
kapitaen captain
kapitel chapters
kappe cap
kapriole caper
kapsel capsule
kapseln capsules
karikatur caricature
karikaturen cartoons
karneval carnival
karomuster chequers
karpfen carp
karre barrow
karte card
karten cards
karten-Nr. cardnumber
kartoffel potato
kartoffeln potatoes
karton cardboard
kartons cartons
kaserne barracks
kassette cartridge
kassetten caskets
kassierer cashier
kastanien chestnuts
kasten chest
katalog catalog
kataloge catalogues
katalogisierung cataloging
kategorie category
kategorieen categories
katze cat
katzen cats
kauderwelsch gibberish
kaufen buying
kaufleute merchants
kaufmann merchant
kaulquappe tadpole
kaulquappen tadpoles
kaution bail
kauz codger
kegel cone
kegeln ninepins
kehle gorge
kehlen goals
kehlkopf larynx
keks biscuit
kekse biscuits
kelch chalice
kelche chalices
kelle dipper
kellen dippers
keller cellar
kellner butlers
kellnerin waitress
kellnerinnen waitresses
kenner connoisseur
kenntnis knowledge
kennzeichen badges
kerbe dent
kerker dungeon
kerl guy
kerle guys
kern core
kern- nuclear
kerne cores
kernpunkt nub
kernpunkte quintessences
kernstuecke nubs
kerze candle
kerzen candles
kessel boiler
kette catena
ketzerei heresy
keuschheit chastity
kibitz kibitzer
kibitze kibitzers
kiefer jaw
kiefern pines
kiel keel
kieme gill
kiemen gills
kies gravel
kieselstein pebble
kieselsteine pebbles
kind child
kinder children
kindermaedchen nannies
kinderzimmer nurseries
kindheit childhood
kindheiten infancies
kinn chin
kino cinema
kinos cinemas
kirche church
kirchen churches
kirchhoefe churchyards
kirchhof churchyard
kirchtuerme steeples
kirchturm steeple
kirsche cherry
kirschen cherries
kissen cushion
kisten chests
klaeger plaintiff
klaerung clarification
klaerungen clearances
klage lament
klagen complaints
klammer brace
klammern braces
klapperschlange rattlesnake
klapperschlangen rattlesnakes
klaps dab
klapse dabs
klarheit clarity
klarheiten clarities
klasse class
klassen classes
klatschbase telltale
klatschbasen telltales
klaue claw
klauen claws
klavier piano
klaviere pianos
klecks blot
kleckse blots
klee trefoil
kleeblaetter shamrocks
kleeblatt shamrock
kleid dress
kleider clothes
kleiderschrank wardrobe
kleidung clothing
kleie bran
kleinigkeit trifle
kleinschrift lowercase
kleinstcomputer minicomputer
kleinverkauf retail
klempner plumber
klick click
klima climate
klinge blade
klingel bell
klingeln bells
klinker clinker
kloester monasteries
kloetze chumps
klopfer beater
kloster monastry
klotz chump
kluempchen clot
klugheit cleverness
klumpen clump
knabe boy
knall bang
knastbruder jailbird
knastbrueder jailbirds
knechte menials
kneifzange pincers
kneipe pub
kneipen pubs
knie knee
kniehosen breeches
kniff knack
knirps tot
knirpse tots
knoblauch garlic
knochen bone
knoechel ankle
knoepfe knobs
knolle bulb
knollen tubers
knopf button
knorpel cartilage
knospe bud
knoten kink
knoten- nodal
knueppel bludgeon
kobold elf
kobolde elfs
kocher boiler
kochnische kitchenette
kochplatte boilerplate
kochtoepfe saucepans
kochtopf saucepan
koeder bait
koenig king
koenige kings
koenigin queen
koenigreich kingdom
koenigreiche kingdoms
koepfe heads
koerbe baskets
koernchen granule
koerner grains
koerper bodies
koerperbau physique
koerperschaft corporation
koeter tyke
koffer bag
kohl cabbage
kohle coal
kohlen coals
koje bunk
kojen bunks
kokospalme coco
kolben piston
kolben- reciproating
kolibri hummingbird
kolik colic
koliken colics
kollege colleague
kollegen colleagues
koller tantrum
kollision collision
kollisionen collisions
kolonialwarenhaendler grocer
kolonie colony
kombination combination
kombinationen combinations
kombuese caboose
kombuesen cabooses
komfort comfort
komission comission
komissionen comissions
komma comma
kommata commas
kommentar commentary
kommentare comments
kommunikation communication
kommunikationen communications
kommunismus communism
komoedie comedy
komoedien comedies
kompaktheit compactness
kompass compass
kompatibilitaet compatibility
kompensation compensation
komplikation complication
kompliment compliment
komplize accomplice
komplizen accomplices
komponente component
komponenten components
kompression compression
kompressor compressor
kompromiss compromise
konfekt confection
konferenz conference
konferenzen conferences
konfiguration configuaration
konfigurationen configurations
konflikt conflict
konkurrent competitor
konkurrenten competitors
konkurs bankruptcy
konkurse bankruptcies
konsequent consequential
konsequenz consequence
konsole bracket
konstruiert constructs
konstruktion construction
kontakt contact
kontinente continents
kontrast contrast
konvention convention
konventionen conventions
konverter converter
konzept concept
konzepte concepts
konzert concert
konzerte concerts
koordinate coordinate
koordinaten coordinates
koordination coordination
kopf pate
kopfkissen pillow
kopfnuesse clouts
kopfnuss clout
kopfschmerz headache
kopfschmerzen headache
kopfzeile headline
kopien copies
koppler coupler
koralle coral
korallen corals
korb basket
korn grain
korrektur correction
korrekturen corrections
korrespondenz correspondence
kost food
kostbarkeit costliness
kostbarkeiten costlinesses
kosten expense
kot excrement
kotelett chop
koteletts chops
kotfluegel mudguard
kotletts cutlets
krabbe shrimp
krabben crab
kraefte strengths
kraemer chandler
kraempfe cramps
kraenkung mortification
kraenkungen mortifications
kraeuter herbs
kraft force
kraftfahrzeug autocar
kraftfahrzeuge autocars
kragen collar
kralle talon
krallen talons
krampf cramp
krampfader varicose
krampfadern varicoses
kran crane
kranich crane
kraniche cranes
krankenhaeuser hospitals
krankenhaus hospital
krankheit disease
krankheiten diseases
kranz annulus
kraut herb
krawate tie
krawatte necktie
krebs cancer
kreide chalk
kreis circle
kreise circles
kreisel- centrifugal
kreislaeufe circuits
kreislauf circuitry
kreisprozess cycle
kreml kremlin
kreuz cross
kreuzungen hybrids
kreuzwort crossword
kriecher creeper
kriecherei servility
kriechereien servilities
krieg war
kriege wars
krieger warrior
krippe manger
krippen mangers
krise crises
kriterium criterion
kritik criticism
kritiker censors
kroenung coronation
kroenungen coronations
kroete toad
kroeten toads
krone crown
kronen crowns
kronleuchter lustres
kruege jars
kruemel crumb
kruemmung crook
kruemmungen curvatures
krueppel cripple
krug jar
kruste crust
